ablation_id,ablation_label,case_id,source_case_id,source_soc,scale,topology_type,die_count,tower_count,target_count,recipe_count,pareto_recipe_count,shared_bist_group_count,method_id,method_family,status,error,makespan_s,normalized_makespan,speedup_vs_serial,gain_vs_fixed_fastest_percent,peak_power_w,peak_temperature_c,temperature_rise_c,peak_thermal_region,fpp_utilization,serial_busy_ratio,tap_access_phase_count,tap_access_time_s,fpp_data_time_s,exclusive_test_time_s,selected_recipe_types,selected_b_count,selected_f_count,selected_h_count,selected_s_count,solver_status
bist_private_control,Pressure workload with private BIST engines,m22_bist_private_control_xlarge_p93791_3d_stack,m10_xlarge_p93791_3d_stack,p93791,xlarge,3d_stack,12,1,36,204,132,24,tam_like,fixed_path,ok,,0.8883600400000001,0.006249993348002576,160.0001702913153,-7145.5307973378585,2.75,53.809356061708996,28.809356061708996,thermal_die9,0.9999549281842978,0.007214147092883644,119,0.006408759999999999,0.88832,0.89434572,F:24;I:11;S:1,0,24,0,1,greedy
bist_private_control,Pressure workload with private BIST engines,m22_bist_private_control_xlarge_p93791_3d_stack,m10_xlarge_p93791_3d_stack,p93791,xlarge,3d_stack,12,1,36,204,132,24,m4_greedy,joint,ok,,0.0122608,8.625997905217572e-05,11592.861614250267,0.0,48.500000000000014,66.61809109280892,41.618091092808925,thermal_die10,0.0,0.5351526817173429,95,0.006561399999999998,0,0.1500017200000001,B:24;I:11;S:1,24,0,0,1,greedy
shared_bist_no_parallel_escape,Shared BIST pressure without FPP/hybrid escape paths,m22_shared_bist_no_parallel_escape_xlarge_p93791_3d_stack,m10_xlarge_p93791_3d_stack,p93791,xlarge,3d_stack,12,1,36,60,60,1,pure_serial,baseline,ok,,142.13775767999968,1.0,1.0,-98593.83630812822,2.48,52.57917133162456,27.579171331624558,thermal_die10,0.0,0.9999997537600108,143,142.13772267999977,0,142.13737035999984,I:11;S:25,0,0,0,25,greedy
shared_bist_no_parallel_escape,Shared BIST pressure without FPP/hybrid escape paths,m22_shared_bist_no_parallel_escape_xlarge_p93791_3d_stack,m10_xlarge_p93791_3d_stack,p93791,xlarge,3d_stack,12,1,36,60,60,1,fixed_fastest,fixed_path,ok,,0.14401888000000007,0.0010132345011677716,986.9383630812822,0.0,4.61,55.4599275840602,30.459927584060203,thermal_die9,0.0,0.04555930444675028,95,0.006561399999999998,0,0.15000172000000006,B:24;I:11;S:1,24,0,0,1,greedy
shared_bist_no_parallel_escape,Shared BIST pressure without FPP/hybrid escape paths,m22_shared_bist_no_parallel_escape_xlarge_p93791_3d_stack,m10_xlarge_p93791_3d_stack,p93791,xlarge,3d_stack,12,1,36,60,60,1,tam_like,fixed_path,ok,,0.14401888000000007,0.0010132345011677716,986.9383630812822,0.0,4.61,55.4599275840602,30.459927584060203,thermal_die9,0.0,0.04555930444675028,95,0.006561399999999998,0,0.15000172000000006,B:24;I:11;S:1,24,0,0,1,greedy
shared_bist_no_parallel_escape,Shared BIST pressure without FPP/hybrid escape paths,m22_shared_bist_no_parallel_escape_xlarge_p93791_3d_stack,m10_xlarge_p93791_3d_stack,p93791,xlarge,3d_stack,12,1,36,60,60,1,m4_greedy,joint,ok,,0.14401888000000007,0.0010132345011677716,986.9383630812822,0.0,4.61,55.4599275840602,30.459927584060203,thermal_die9,0.0,0.04555930444675028,95,0.006561399999999998,0,0.15000172000000006,B:24;I:11;S:1,24,0,0,1,greedy
shared_bist_with_parallel_escape,Shared BIST pressure with FPP/hybrid alternatives,m22_shared_bist_with_parallel_escape_xlarge_p93791_3d_stack,m10_xlarge_p93791_3d_stack,p93791,xlarge,3d_stack,12,1,36,204,132,1,pure_serial,baseline,ok,,142.13775767999968,1.0,1.0,-98593.83630812822,2.48,52.57917133162456,27.579171331624558,thermal_die10,0.0,0.9999997537600108,143,142.13772267999977,0,142.13737035999984,I:11;S:25,0,0,0,25,greedy
shared_bist_with_parallel_escape,Shared BIST pressure with FPP/hybrid alternatives,m22_shared_bist_with_parallel_escape_xlarge_p93791_3d_stack,m10_xlarge_p93791_3d_stack,p93791,xlarge,3d_stack,12,1,36,204,132,1,fixed_fastest,fixed_path,ok,,0.14401888000000007,0.0010132345011677716,986.9383630812822,0.0,4.61,55.4599275840602,30.459927584060203,thermal_die9,0.0,0.04555930444675028,95,0.006561399999999998,0,0.15000172000000006,B:24;I:11;S:1,24,0,0,1,greedy
shared_bist_with_parallel_escape,Shared BIST pressure with FPP/hybrid alternatives,m22_shared_bist_with_parallel_escape_xlarge_p93791_3d_stack,m10_xlarge_p93791_3d_stack,p93791,xlarge,3d_stack,12,1,36,204,132,1,tam_like,fixed_path,ok,,0.8883600400000001,0.006249993348002576,160.0001702913153,-516.8358204146565,2.75,53.809356061708996,28.809356061708996,thermal_die9,0.9999549281842978,0.007214147092883644,119,0.006408759999999999,0.88832,0.89434572,F:24;I:11;S:1,0,24,0,1,greedy
shared_bist_with_parallel_escape,Shared BIST pressure with FPP/hybrid alternatives,m22_shared_bist_with_parallel_escape_xlarge_p93791_3d_stack,m10_xlarge_p93791_3d_stack,p93791,xlarge,3d_stack,12,1,36,204,132,1,m4_greedy,joint,ok,,0.09001888000000002,0.0006333213740620776,1578.9771843417698,37.495083977878465,7.76,55.81683613312754,30.816836133127538,thermal_die8,0.9131417764806667,0.07219285554319267,104,0.006498719999999998,0.08219999999999998,0.17821072000000004,B:15;F:9;I:11;S:1,15,9,0,1,greedy
m10_original_control,Original M10 model without imposed shared-resource pressure,m22_m10_original_control_xlarge_p93791_5_5d_multi_tower,m10_xlarge_p93791_5_5d_multi_tower,p93791,xlarge,5_5d_multi_tower,12,6,36,184,124,4,pure_serial,baseline,ok,,0.17504524000000007,1.0,1.0,-3562.2181866871992,2.1799999999999997,25.136418138864432,0.13641813886443188,thermal_die8,0.0,0.9998000516894943,143,0.17501024,0,0.17486272000000003,I:11;S:25,0,0,0,25,greedy
m10_original_control,Original M10 model without imposed shared-resource pressure,m22_m10_original_control_xlarge_p93791_5_5d_multi_tower,m10_xlarge_p93791_5_5d_multi_tower,p93791,xlarge,5_5d_multi_tower,12,6,36,184,124,4,fixed_fastest,fixed_path,ok,,0.00477976,0.0273058553320273,36.62218186687199,0.0,2.3853,25.001730729150488,0.0017307291504877753,thermal_die8,0.027807286610624808,0.9976986292198771,119,0.0047687599999999995,0.00013291215625000003,0.004723432156250001,F:24;I:11;S:1,0,24,0,1,greedy
m10_original_control,Original M10 model without imposed shared-resource pressure,m22_m10_original_control_xlarge_p93791_5_5d_multi_tower,m10_xlarge_p93791_5_5d_multi_tower,p93791,xlarge,5_5d_multi_tower,12,6,36,184,124,4,tam_like,fixed_path,ok,,0.00477976,0.0273058553320273,36.62218186687199,0.0,2.3853,25.001730729150488,0.0017307291504877753,thermal_die8,0.027807286610624808,0.9976986292198771,119,0.0047687599999999995,0.00013291215625000003,0.004723432156250001,F:24;I:11;S:1,0,24,0,1,greedy
m10_original_control,Original M10 model without imposed shared-resource pressure,m22_m10_original_control_xlarge_p93791_5_5d_multi_tower,m10_xlarge_p93791_5_5d_multi_tower,p93791,xlarge,5_5d_multi_tower,12,6,36,184,124,4,m4_greedy,joint,ok,,0.00477976,0.0273058553320273,36.62218186687199,0.0,2.3853,25.001730729150488,0.0017307291504877753,thermal_die8,0.027807286610624808,0.9976986292198771,119,0.0047687599999999995,0.00013291215625000003,0.004723432156250001,F:24;I:11;S:1,0,24,0,1,greedy
bist_private_control,Pressure workload with private BIST engines,m22_bist_private_control_xlarge_p93791_5_5d_multi_tower,m10_xlarge_p93791_5_5d_multi_tower,p93791,xlarge,5_5d_multi_tower,12,6,36,204,132,24,pure_serial,baseline,ok,,142.13611767999976,1.0,1.0,-1216518.8275493693,2.48,43.14109648958531,18.14109648958531,thermal_die5,0.0,0.9999997537571697,143,142.13608267999984,0,142.13593515999995,I:11;S:25,0,0,0,25,greedy
bist_private_control,Pressure workload with private BIST engines,m22_bist_private_control_xlarge_p93791_5_5d_multi_tower,m10_xlarge_p93791_5_5d_multi_tower,p93791,xlarge,5_5d_multi_tower,12,6,36,204,132,24,fixed_fastest,fixed_path,ok,,0.01168288,8.219501271522291e-05,12166.188275493692,0.0,48.430000000000014,54.29495113267186,29.294951132671862,thermal_die7,0.0,0.41577076885151565,95,0.004857399999999995,0,0.14376651999999998,B:24;I:11;S:1,24,0,0,1,greedy
bist_private_control,Pressure workload with private BIST engines,m22_bist_private_control_xlarge_p93791_5_5d_multi_tower,m10_xlarge_p93791_5_5d_multi_tower,p93791,xlarge,5_5d_multi_tower,12,6,36,204,132,24,tam_like,fixed_path,ok,,0.8883498000000003,0.0062499934182809165,160.00016849218596,-7503.859664740205,2.48,44.998654972337064,19.998654972337064,thermal_die9,0.9999664546555869,0.005368110624891228,119,0.004768759999999999,0.88832,0.8929105200000003,F:24;I:11;S:1,0,24,0,1,greedy
bist_private_control,Pressure workload with private BIST engines,m22_bist_private_control_xlarge_p93791_5_5d_multi_tower,m10_xlarge_p93791_5_5d_multi_tower,p93791,xlarge,5_5d_multi_tower,12,6,36,204,132,24,m4_greedy,joint,ok,,0.01168288,8.219501271522291e-05,12166.188275493692,0.0,48.430000000000014,54.29495113267186,29.294951132671862,thermal_die7,0.0,0.41577076885151565,95,0.004857399999999995,0,0.14376651999999998,B:24;I:11;S:1,24,0,0,1,greedy
shared_bist_no_parallel_escape,Shared BIST pressure without FPP/hybrid escape paths,m22_shared_bist_no_parallel_escape_xlarge_p93791_5_5d_multi_tower,m10_xlarge_p93791_5_5d_multi_tower,p93791,xlarge,5_5d_multi_tower,12,6,36,60,60,3,pure_serial,baseline,ok,,142.13611767999976,1.0,1.0,-306052.5938600658,2.48,43.14109648958531,18.14109648958531,thermal_die5,0.0,0.9999997537571697,143,142.13608267999984,0,142.13593515999995,I:11;S:25,0,0,0,25,greedy
shared_bist_no_parallel_escape,Shared BIST pressure without FPP/hybrid escape paths,m22_shared_bist_no_parallel_escape_xlarge_p93791_5_5d_multi_tower,m10_xlarge_p93791_5_5d_multi_tower,p93791,xlarge,5_5d_multi_tower,12,6,36,60,60,3,fixed_fastest,fixed_path,ok,,0.04642656,0.00032663450189714,3061.525938600658,0.0,12.860000000000001,46.37807566291576,21.378075662915762,thermal_die7,0.0,0.10462545577359157,95,0.004857399999999995,0,0.14376652,B:24;I:11;S:1,24,0,0,1,greedy
shared_bist_no_parallel_escape,Shared BIST pressure without FPP/hybrid escape paths,m22_shared_bist_no_parallel_escape_xlarge_p93791_5_5d_multi_tower,m10_xlarge_p93791_5_5d_multi_tower,p93791,xlarge,5_5d_multi_tower,12,6,36,60,60,3,tam_like,fixed_path,ok,,0.04642656,0.00032663450189714,3061.525938600658,0.0,12.860000000000001,46.37807566291576,21.378075662915762,thermal_die7,0.0,0.10462545577359157,95,0.004857399999999995,0,0.14376652,B:24;I:11;S:1,24,0,0,1,greedy
shared_bist_no_parallel_escape,Shared BIST pressure without FPP/hybrid escape paths,m22_shared_bist_no_parallel_escape_xlarge_p93791_5_5d_multi_tower,m10_xlarge_p93791_5_5d_multi_tower,p93791,xlarge,5_5d_multi_tower,12,6,36,60,60,3,m4_greedy,joint,ok,,0.04642656,0.00032663450189714,3061.525938600658,0.0,12.860000000000001,46.37807566291576,21.378075662915762,thermal_die7,0.0,0.10462545577359157,95,0.004857399999999995,0,0.14376652,B:24;I:11;S:1,24,0,0,1,greedy
shared_bist_with_parallel_escape,Shared BIST pressure with FPP/hybrid alternatives,m22_shared_bist_with_parallel_escape_xlarge_p93791_5_5d_multi_tower,m10_xlarge_p93791_5_5d_multi_tower,p93791,xlarge,5_5d_multi_tower,12,6,36,204,132,3,pure_serial,baseline,ok,,142.13611767999976,1.0,1.0,-306052.5938600658,2.48,43.14109648958531,18.14109648958531,thermal_die5,0.0,0.9999997537571697,143,142.13608267999984,0,142.13593515999995,I:11;S:25,0,0,0,25,greedy
shared_bist_with_parallel_escape,Shared BIST pressure with FPP/hybrid alternatives,m22_shared_bist_with_parallel_escape_xlarge_p93791_5_5d_multi_tower,m10_xlarge_p93791_5_5d_multi_tower,p93791,xlarge,5_5d_multi_tower,12,6,36,204,132,3,fixed_fastest,fixed_path,ok,,0.04642656,0.00032663450189714,3061.525938600658,0.0,12.860000000000001,46.37807566291576,21.378075662915762,thermal_die7,0.0,0.10462545577359157,95,0.004857399999999995,0,0.14376652,B:24;I:11;S:1,24,0,0,1,greedy
shared_bist_with_parallel_escape,Shared BIST pressure with FPP/hybrid alternatives,m22_shared_bist_with_parallel_escape_xlarge_p93791_5_5d_multi_tower,m10_xlarge_p93791_5_5d_multi_tower,p93791,xlarge,5_5d_multi_tower,12,6,36,204,132,3,tam_like,fixed_path,ok,,0.8883498000000003,0.0062499934182809165,160.00016849218596,-1813.4516966150418,2.48,44.998654972337064,19.998654972337064,thermal_die9,0.9999664546555869,0.005368110624891228,119,0.004768759999999999,0.88832,0.8929105200000003,F:24;I:11;S:1,0,24,0,1,greedy
shared_bist_with_parallel_escape,Shared BIST pressure with FPP/hybrid alternatives,m22_shared_bist_with_parallel_escape_xlarge_p93791_5_5d_multi_tower,m10_xlarge_p93791_5_5d_multi_tower,p93791,xlarge,5_5d_multi_tower,12,6,36,204,132,3,m4_greedy,joint,ok,,0.04061504,0.00028574749798245696,3499.5931970028782,12.517662303646878,15.280000000000001,46.16952978339344,21.169529783393443,thermal_die7,0.8194008918863553,0.11923760262208276,99,0.004842839999999996,0.03328,0.15385052000000002,B:20;F:4;I:11;S:1,20,4,0,1,greedy
